FEI Number,Recalling Firm Name,Product Type,Product Classification,Status,Distribution Pattern,Nationwide,Recalling Firm City,Recalling Firm State,Recalling Firm Country,Center Classification Date,Reason for Recall,Reason Category,Product Description,Event ID,Event Classification,Product ID
3017023254,"Riverside Natural Foods, Ltd.",Food/Cosmetics,Class II,Ongoing,nationwide,Yes,North York,-,Canada,2025-02-11,may contain metal pieces,Others,"1. MadeGood Chocolate Chip Granola Bars	34oz (40 bars)
2.  MadeGood Chocolate Chip Granola Bars	53.55 oz (63 bars)
3. MadeGood Chocolate Chip Granola Bars	5.1oz (6 bars)
4. MadeGood Chocolate Chip Granola Bars	10.2oz (12 bars)
5. MadeGood Chocolate Chip Granola Bars	20.4oz (24 bars)
6. MadeGood Chocolate Chip Granola Bars	5.1oz (6 bars)
7.  MadeGood Chocolate Chip Granola Bars    0.85oz
",95906,Class II,211502
3004613289,Target Corporation,Food/Cosmetics,Class II,Terminated,"AK, CA, ID, MT, OR, WA",No,Minneapolis,Minnesota,United States,2025-02-11,Improper storage temperature.,Others,"Nestle Toll House Valentine's Chocolate Chip cookie dough, Makes 20 cookies.  Net 
wt 14 oz.  UPC 0 28000-34408 5.  Distributed by Nestle USA, Arlington, VA  22209.",96149,Class II,212136
2013293,Mutual Trading Company Inc.,Food/Cosmetics,Class I,Ongoing,"Firm distributed product in CT, FL, GA, MA, MD, NJ, NY",No,El Monte,California,United States,2025-02-06,Imported Monkfish Liver undeclared allergen (Milk),Undeclared,"Product is individually packaged in opaque airtight plastic packaging with Chinese lettering on one side. 
Opposite side contains English label that reads: #61122; ANKIMOBO (prepared Monkfish Liver) Ingredients: Monkfish Liver, Brewed Alcohol, (Rice, Rice Malt), Enzyme. CONTAINS: Fish (Monkfish),	UPC code: 72546611224
Imported By Mutual Trading Co., Inc.; El Monte, CA 91731
North American Food Dist., Co., Inc.; W. Sacramento, CA 95691; Product of China; NET WT: 7.05 OZ (200 g) ""Keep Under Refrigeration""; #16143N",96148,Class I,212135
3014662674,La Fiesta Food Products,Food/Cosmetics,Class I,Ongoing,Product is distributed nationwide primarily through distributors and retail grocery markets.,Yes,La Mirada,California,United States,2025-02-06,Firm distributed a Bread Crumb product with undeclared allergen (Sesame) not on the label.,Undeclared,"La Fiesta PAN RAYADO Bread Crumbs, NET WT 8 OZ. (227g), UPC# 032327000886",96195,Class I,212295
2426389,D. Coluccio & Sons Inc.,Food/Cosmetics,Class II,Ongoing,"NY, PA, MA, FL, GA, DE, NV",No,Brooklyn,New York,United States,2025-02-06,Contains undeclared visible almonds,Undeclared,COLUSSI CANTUCCINI CHOCOLATE DROPS COOKIES,96152,Class II,212181
3015721005,COREPACK MANUFACTURING INC,Food/Cosmetics,Class I,Ongoing,Throughout the United States.,No,Orem,Utah,United States,2025-02-05,Possible Salmonella contamination of affected product,Salmonella,White Maeng Da,95973,Class I,211680
1823291,"FGF, LLC",Food/Cosmetics,Class II,Completed,Nationwide US and Canada,Yes,Brownsburg,Indiana,United States,2025-02-05,potential for contamination with listeria monocytogenes,Listeria,"item 8201779 GEN PLN CAKE DONUT RINGS PFD 90x2.5 OZ, NET WT 12.66LB 
",96118,Class II,212032
3004694541,"Dierbergs Markets, Inc.",Food/Cosmetics,Class II,Terminated,Retail locations in MO and IL,No,Bridgeton,Missouri,United States,2025-02-04,"Undeclared allergens (wheat) on label, incorrect label was placed on product",Undeclared,"Dierbergs Kitchen 16 oz Mac & Cheese packaged in a black plastic container with a clear plastic lid with a white label, The label states ""Dierbergs Kitchen Homestyle Mashed Potatoes UPC 231220-006538""",96108,Class II,212019
1048063,Atkinson Milling Company,Food/Cosmetics,Class I,Ongoing,"Product was shipped to the following states: GA, MD, NC, NJ, SC, TN, VA & WV.",No,Selma,North Carolina,United States,2025-02-03,"Undeclared Milk. During the firm's reordering process of labels, they discovered that the label does not list milk in its ingredient or contain statement.",Undeclared,"ATKINSON'S HUSHPUPPIES WITH ONIONS NET WT. 1LB. (454 g) UPC 0 72119 20718 2 and NET WT. 2 LB. 8 OZ. UPC 0 72119 20305 4 Ingredients: Enriched Whole Grain Corn Meal***Enriched Wheat Flour, Sugar, Onions, Salt, Eggs, Sodium Bicarbonate Sodium Aluminum Phosphate, Acidic Monocalcium Phosphate and Natural Flavors. Contains: Wheat, Eggs, Soy. Atkinson Milling Company, Inc. 95 Atkinson Mill Road Selma, NC 27576",95890,Class I,211459
3031319574,Vidaslim Co.,Food/Cosmetics,Class I,Ongoing,These products were sold on a website and through direct sales via independent distributors throughout the USA.,No,San Antonio,Texas,United States,2025-02-03,Due to the presence of Toxic yellow oleander,Others,"VidaSlim 90-day (Original Root, Root Plus, and Root Capsules), VidaSlim 30-day (Original Root, Root Plus, and Root Capsules), VidaSlim 7-day Sample Size (Original Root, Root Plus, and Root Capsules), and VidaSlim Hot Body Brew (Strawberry and Peach flavors),",95959,Class I,211645
3010116890,Pecan Star & Nut Corp.,Food/Cosmetics,Class II,Ongoing,"US States AL, FL, GA, KY, NC, SC, TN, VA.",No,San Antonio,Texas,United States,2025-02-03,Undeclared walnuts,Undeclared,"Greenwise Organic Pecan Halves 8 ounce, plastic printed package marked with lot # 18228 and with a best by date of April.23.2025 stamped on front UPC: 041415212336",96084,Class II,211960
3007734175,Bazzini LLC,Food/Cosmetics,Class I,Completed,"The recalled product was distributed to the following states NC, MS, MA,ME, IL, PA, IA, GA, FL, MD, NJ, VA, MA, WA,",No,Allentown,Pennsylvania,United States,2025-01-31,"The product is being recalled because of undeclared milk .


",Undeclared,"NuGo Dark Chocolate Pretzel with Sea Salt , Real Dark Chocolate / Vegan. 12g Protein",95917,Class I,211530
3003398386,"Middle East/ Soli's Baking Company, Inc. dba Middle East Baking Co.",Food/Cosmetics,Class I,Ongoing,The direct consignee is a market/deli and the pita pocket bread product is used at the deli counter (foodservice) to make food items for walk-in consumers.,No,Burlingame,California,United States,2025-01-31,Undeclared milk,Undeclared,"CAIRO BAKERY PITA POCKET BREAD TRADITIONAL RECIPE EXTRA LARGE
6 COUNT, NET WT. 16 OZ. (1 lb.) (454g)",96104,Class I,212005
3010323091,Monkey Spit,Food/Cosmetics,Class II,Terminated,"Products are primarily sold to local markets, however the firm does sell from its online website and can reach nationwide.",Yes,Nipomo,California,United States,2025-01-31,Barbeque sauce product contains undeclared allergens (soy) contained in sub-ingredient,Undeclared,"Monkey Spit ""Swamp Mop"" BBQ Sauce, 12 fl oz (355ml) glass bottle, 12 bottles/case; Refrigerate after opening; Monkey Spit, LLC, Tepusquet Cyn Santa Maria, CA 93454; Manufactured by Smith House MFG. 146-A S. Thompson Ave. Nipomo, CA 93444 (805) 619.7959 UPC#8 54540 00230 3",96135,Class II,212087
2011674,BakeMark USA LLC.,Food/Cosmetics,Class II,Completed,"Product was shipped to the following states: AL, FL, GA, IA, IL, IN, KY, LA, MI, MN, MS, ND, NJ, NY, OH, PA, SC, SD, TN, TX, WI & WV.",No,Pico Rivera,California,United States,2025-01-30,"Scheduled process deviation: Final pH of 4.61, 4.66, 4.69, 4.67.",Others,"WESTCO 3065 GOLDEN BAVARIAN CREME FILLING ARTIFICIALLY FLAVORED Ingredients: Water, Sugar, Modified Food Starch, Contains 2% or Less of: Artificial Flavor, Salt, Color (Titanium Dioxide, Yellow 5, Yellow 6), Preservatives (Sodium Benzoate, Sorbic Acid, Potassium Sorbate, Phosphoric Acid, Citric Acid. NET WEIGHT: 38 LB (17.3 KG) DISTRIBUTED BY BAKEMARK PICO RIVERA, CA 90660 USA 00018609306058 62600544",95894,Class II,211637
1610504,Clements Foods Co,Food/Cosmetics,Class III,Terminated,"Distributed to customers in KS, TX, OK, AR",No,Oklahoma City,Oklahoma,United States,2025-01-30,Ingredient (mustard seeds) tested positive for Salmonella,Salmonella,"Keith Valley mustard, net 1 gal, Distributed by: Ben E Keith Food Ft Worth, TX, UPC 046045062467; Red Boy brand mustard, Net 1 GAL., Distributed by Clements Food Company Oklahoma City, OK 73116, UPC 071735128154",96024,Class III,211807
3012221339,"GBC Food Services, LLC dba Yummi Sushi",Food/Cosmetics,Class I,Ongoing,CO,No,Farmers Branch,Texas,United States,2025-01-29,Potential Salmonella,Salmonella,Large Vegetable Tray  	850054894571	42 oz (1190g)	,95888,Class I,211445
3009319611,"Heber Valley Artisan Cheese, LLC.",Food/Cosmetics,Class I,Terminated,"Product was distributed to MT, NV, UT, WY.",No,Midway,Utah,United States,2025-01-29,The Cascade Raw Cheddar Cheese was recalled due to Shiga toxin-producing E. coli (STEC) and elevated generic E.coli in finished product testing results.,E-Coli,Cascade Raw Cheddar  GTIN #90854115003059 packed in an approximately 6 lb quarter wheels vacuum sealed.  All quarter wheels are variable weight sold by the pound and each vacuum sealed package contains 1 quarter wheel.,95941,Class I,211574
3009165761,Iovate Health Sciences USA Inc.,Food/Cosmetics,Class II,Ongoing,"Domestic and foreign distribution:NC, CA, TX, NJ, VA, NV, PA, IN, NY, CA, IL,MS, KY, MI,SC, WA, CT, FL, OH, WI, DE, LA, TN, MO, UT, KH, GA, KS, CO, IA, AZ, OR.

Foreign distribution: ZA, PH, IS, KZ, AE",No,Wilmington,Delaware,United States,2025-01-29,Presence of cathine in product,Others,"Alpha Test 120 count Black labeled plastic bottle, 12 bottles per case of 120 count capsules each per bottle, Store in a cool, dry place (60 F to 80 F), UPC 6-31656-60676-8, SKU0001191, SKU0002075",96054,Class II,211879
3021116553,"JX Restaurants, Inc.",Food/Cosmetics,Class II,Terminated,Distributed to one retail location in MO.,No,Maryland Heights,Missouri,United States,2025-01-29,"Soy is missing from the ""Contains"" statement.",Others,"LuLu Chinese Express, Sweet and Sour Shrimp w/ Fried Rice, Net Wt. 16 oz (1 lb), UPC 2393329006, packaged in plastic container.",95445,Class II,210302
1421379,CORFU TASTY GYROS,Food/Cosmetics,Class I,Terminated,"IA, IL, IN, MI, MN, NY, TX, WI, Kuwait.",No,Bensenville,Illinois,United States,2025-01-28,Potential for Salmonella,Salmonella,"Corfu Tzatziki sauce packaged in half gallon plastic tubs, 4 tubs per case.
Mediterranean Tzatziki sauce packaged in half gallon plastic tubs, 4 tubs per case.
Unbranded Tzatziki sauce packaged in half gallon plastic containers, 4 tubs per case.
Corfu Tzatziki sauce packaged in 5 gallon plastic pails.",96161,Class I,212172
3009013677,The Mochi Ice Cream Company,Food/Cosmetics,Class I,Terminated,"Product was distributed nationwide. 
No foreign distribution.",Yes,Vernon,California,United States,2025-01-28,Frozen Peach Mango Sorbet contains undeclared allergen (egg),Undeclared,"My Mochi Sorbet Peach Mango Sorbet; Keep Frozen; 6 pieces per container; 6-1.25 OZ (35g) PIECES NET WT 7.5 OZ (210g)*** Nutritional Panel: 6 servings per container; JOYFULLY CHILL!; Made in a nut-free facility; Made by My/Mochi, 5563 Alcoa Ave., Los Angeles, CA 90058; www.mymochi.com; Plant No. 06-00024, EU# 3009013677; Product of USA; UPC# 0-70934-99868-1; 
Affected lots (Lot# 337-24; Lot#341-24)",96112,Class I,212026
3002947882,Pacific Coast Producers,Food/Cosmetics,Class II,Ongoing,"Product was distributed to 1 foodservice consignee with multiple distribution centers located in KY, MI, OH, PA.",No,Lodi,California,United States,2025-01-28,Potential contamination with plastic pieces,Others,"Diced Bartlett Pears In Extra Light Syrup, 105 OZ (6 LB 9 OZ),
packed in a metal can, hermetically sealed",96005,Class II,211745
3003997454,Papillon Ink LLC,Food/Cosmetics,Class II,Terminated,"FL, NY, TX",No,Enfield,Connecticut,United States,2025-01-28,Contaminated with bacteria (pseudomonas),Pseudomonas,1.	Papillon's Starburst Colors-Scarlet Red CI#12390 tattoo ink,96080,Class II,211939
3012329938,Braga Fresh Foods LLC,Food/Cosmetics,Class I,Ongoing,"Product distributed  to two (2)  distribution centers in Texas (Dallas, Houston).",No,Salinas,California,United States,2025-01-27,Potential contamination with Listeria monocytogenes.,Listeria,"Simple Truth Organic, BROCCOLI FLORETS, STEAM IN BAG, 12oz, BEST IF USED BY NOV 08 2024, PRODUCT OF MEXICO
",95989,Class I,211713
3010109,Frito Lay Inc,Food/Cosmetics,Class I,Ongoing,Washington and Oregon,No,Vancouver,Washington,United States,2025-01-27,Undeclared Milk Allergen,Undeclared,13 oz. Lay's Classic Potato Chips.,95995,Class I,211723
3003967757,Abbey Specialty Foods,Food/Cosmetics,Class I,Terminated,"The recalled product was distributed to the following states: MA, CO, OH",No,Fairfield,New Jersey,United States,2025-01-27,"Product may have Listeria Monocytogenes.
",Listeria,"Wicklow Gold Cheddar Nettle & Chive Cheese, 5.2 oz., plastic cryo-vac , 8 packages per case

",96077,Class I,211932
3011925609,Lidl US TRADING,Food/Cosmetics,Class II,Completed,"Product was shipped to the following states: DC, DE, GA, MD, NC, NJ, NY, PA, SC & VA.",No,Arlington,Virginia,United States,2025-01-23,Undeclared Milk. During an FDA investigation the manufacturer was notified that the label does not list the allergen milk in the ingredient statement.,Undeclared,"Buttered Vegetables KEEP FROZEN NET WT 10.5 OZ (300g) INGREDIENTS: CARROTS, PEAS, CALIFLOWER, CORN, BUTTER, SUGAR, SALT, CORN STARCH, PARSLEY MAY CONTAIN WHEAT. DISTRIBUTED BY LIDL USA, LLC. 3500 S. CLARK STREET, ARLINGTON, VA 22202 UPC 4 056489 122876",96039,Class II,211837
3006499449,Cal Yee Farms,Food/Cosmetics,Class I,Ongoing,"2 retail stores (CA) and online/phone orders (CA, AZ, VA, NM, TX, TN, OR, OH, PA) 
Two retail stores include firm's own storefront and customer, Boa Vista Orchards.",No,Fairfield,California,United States,2025-01-22,Undeclared milk,Undeclared,Cal Yee's Dark Chocolate Almonds (8-oz plastic bag),95949,Class I,211614
2412472,Acme Smoked Fish Corp.,Food/Cosmetics,Class I,Ongoing,Product was shipped to distribution center and retail stores in FL,No,Brooklyn,New York,United States,2025-01-22,The firm was notified after laboratory analysis that the product test positive for Listeria monocytogenes.,Listeria,"KIRKLAND Signature Smoked Salmon NET WT 340 g (12 oz) MUST KEEP REFRIGERATED. INGREDIENTS: Atlantic Salmon (Salmo Salar), Salt, and Natural Hardwood Smoke. Color Added. Distributed by: Costco Wholesale Corporation P.O. Box 34535 Seattle, WA 98124-1535 UPC 0 96619 25697 6",95612,Class I,210770
3007815716,River Valley Ranch Ltd,Food/Cosmetics,Class III,Ongoing,WI,No,Burlington,Wisconsin,United States,2025-01-22,Underprocessing,Others,"River Valley Ranch & Kitchens Spinach Artichoke Dip Mix.  net wt. 16 oz. (453g).  UPC 6 92016-40021 1.  Keep Refrigerated After Opening.  39900 60th Street, Burlington, WI  53105.",96045,Class III,211842
3031700449,TREE HOUSE FOODS INC,Food/Cosmetics,Class II,Ongoing,"The product was distributed to one Direct Consignee, two locations:  AL, AR

",No,Oak Brook,-,Canada,2025-01-21,"Potential for packaging failures that could compromise the sterility of the product, resulting in spoilage.",Others,"Great Value, Chicken Broth,  48 oz. , Aseptic paper cartons, 6 retail units per case, 120 cases/pallet .

",96023,Class II,211801
3027963923,MR BING FOODS INC.,Food/Cosmetics,Class II,Ongoing,"DE, NH, NY NJ, MD, PA, FL, MI, TX",No,New York,New York,United States,2025-01-17,Product may contain spoilage organisms.,Others,"Mr. Bing brand Sriracha Chili Sauce; 9 oz and 18 oz, in clear PET bottle with green cap; UPC 850044819072 and UPC 850044819058",95992,Class II,211718
3012237865,"Horizon Organic Dairy, LLC",Food/Cosmetics,Class II,Terminated,"The recalled product was distributed in Arizona, California, and Nevada.",No,Broomfield,Colorado,United States,2025-01-17,Potential for premature product spoilage during shelf life.,Others,"Horizon Organic Aseptic Plain Whole Milk 8OZ 12 Pack. Refrigerate after opening. 
With the following UPC: 3663207113 (12 pack); 3663207127 (single unit).
Distributed by: Horizon Organic Dairy, LLC (Horizon) Broomfield, CO 80021",95990,Class II,211714
3009282292,"Las Delicias Distributors, LLC",Food/Cosmetics,Class II,Completed,Texas (Houston and Dallas areas),No,Mcallen,Texas,United States,2025-01-16,Product does not include statement: Contains milk,Others,El Gallo Jalape¿o Queso salsa,95717,Class II,210996
3019600300,Pinsarella Food LLC,Food/Cosmetics,Class I,Terminated,Product is packaged and sold to distributors who supply restaurant business in California.,No,Vista,California,United States,2025-01-15,Undeclared allergens (Wheat and Soy),Undeclared,"Pinsarella Roman Pizza, POL127-24, UPC 6 08539 14655 0 -Oval, 12x7/ 7.0 Oz, Parbaked, 6 units per bag, 24 units per box., UPC 1 98715 69442 0 - Oval, 14x9/ 10.6 Oz, Parbaked, 6 units per bag, 24 units per box., UPC 6 08539 33371 4 - Round, 8"" / 5.0 Oz, Parbaked, 6 units per bag, 36 units per box., Good Until: 12 months if kept frozen, 10 days if kept refrigerated. Pinsarella Food LLC 760 Sycamore Ave. Suite D, Vista , CA 92083, sales@pinsarella.com, www.pinsarella.com; 
",96007,Class I,211739
3023754,Eclectic Institute Inc,Food/Cosmetics,Class III,Terminated,nationwide,Yes,Gresham,Oregon,United States,2025-01-15,"Product's ingredients names such as Oregon Grape, Cayenne Root, and Ginger Fruit and their quantities were not listed correctly in the Supplement Facts panel.",Others,"Eclectic Herb Vitamin Herb Blend vita biotic dietary supplement, 750mg, 150 capsules per plastic bottle, UPC 0 23363 52002 2. Eclectic Institute, Inc. 755 NE 6th Street Gresham, OR 97030.

The affected label declared ""Oregon Grape 190mg ***Oregon Grape 97mg***Cayenne Root (Allium sativum) 195mg ***Ginger Fruit (Capsicum annuum) 65mg***"".",96000,Class III,211727
3004680007,"Dairyland Produce, LLC",Food/Cosmetics,Class I,Ongoing,Texas,No,Austin,Texas,United States,2025-01-14,Cucumbers have the potential to be contaminated with Salmonella,Salmonella,"14019 Cucumber Select 6 CT, 01034 Cucumber Select 5# packaged in polybags
Dairyland Produce, LLC",95905,Class I,211501
2124505,WHOLESALE PRODUCE SUPPLY LLC DBA,Food/Cosmetics,Class I,Terminated,"IA, IL, KS, MN, MT, ND, NE, SD, WI and Canada",No,Minneapolis,Minnesota,United States,2025-01-14,Cucumbers may be contaminated with Salmonella.,Salmonella,"Cucumbers, Wholesale Produce Supply, 752 Kasota Circle, Minneapolis, MN  554145. Product of Mexico.  Cucumbers sold in the following pack sizes:  
1.  5 lb. pack
2.  6 ct individual items per case.  
3.  12 ct individual items per case. 
4.  24 ct individual items per case. 
5.  36 ct individual items per case. 
",96040,Class I,211836
